"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","25 - 45","African-American",8,"M",1,"1"
"Female","> 45","African-American",1,"F",3,"0"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",2,"F",37,"0"
"Male","< 25","African-American",4,"F",3,"0"
"Male","25 - 45","Caucasian",5,"M",2,"0"
"Male","25 - 45","Caucasian",6,"F",119,"1"
"Male","< 25","African-American",2,"M",100,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","< 25","Caucasian",2,"M",1,"0"
"Male","25 - 45","African-American",3,"F",8,"1"
"Female","> 45","Caucasian",1,"F",25,"0"
"Female","25 - 45","African-American",1,"F",27,"0"
"Male","> 45","Caucasian",7,"F",1,"0"
"Male","25 - 45","African-American",1,"M",8,"0"
"Female","< 25","Caucasian",3,"M",1,"1"
"Male","< 25","African-American",2,"F",2,"1"
"Male","> 45","Caucasian",3,"F",0,"0"
"Male","25 - 45","Caucasian",8,"M",79,"1"
"Female","> 45","Caucasian",1,"F",3,"0"
"Male","25 - 45","African-American",1,"M",7,"0"
"Male","> 45","African-American",15,"F",81,"1"
"Male","25 - 45","African-American",0,"M",749,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","< 25","African-American",1,"F",6,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",2,"M",28,"0"
"Female","25 - 45","Caucasian",0,"M",1,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",5,"M",0,"1"
"Male","> 45","African-American",1,"F",5,"0"
"Male","> 45","African-American",3,"F",3,"0"
"Male","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",2,"M",22,"0"
"Female","> 45","Caucasian",0,"M",30,"0"
"Male","25 - 45","Caucasian",14,"F",70,"0"
"Male","25 - 45","African-American",17,"M",52,"1"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",9,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",5,"F",0,"0"
"Male","25 - 45","African-American",9,"M",23,"1"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",1,"F",34,"1"
"Female","25 - 45","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",3,"M",1,"0"
"Female","> 45","Caucasian",0,"M",8,"1"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","Caucasian",5,"F",1,"0"
"Male","< 25","African-American",0,"F",2,"0"
"Female","25 - 45","Caucasian",0,"F",63,"1"
"Male","< 25","African-American",7,"F",200,"1"
"Male","25 - 45","Caucasian",0,"M",19,"0"
"Female","25 - 45","Caucasian",5,"F",42,"1"
"Male","> 45","African-American",3,"M",15,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Female","25 - 45","Caucasian",6,"F",25,"0"
"Female","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",1,"M",2,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",9,"F",0,"1"
"Female","< 25","African-American",2,"M",1,"0"
"Male","25 - 45","African-American",9,"F",2,"1"
"Male","< 25","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","25 - 45","Caucasian",9,"F",19,"1"
"Male","< 25","African-American",2,"M",8,"1"
"Male","25 - 45","African-American",21,"F",1,"1"
"Male","25 - 45","Caucasian",3,"F",1,"1"
"Male","> 45","Caucasian",2,"M",1,"1"
"Male","< 25","Caucasian",3,"M",26,"1"
"Female","> 45","African-American",5,"F",1,"0"
"Female","25 - 45","Caucasian",2,"M",0,"0"
"Male","> 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",5,"F",55,"1"
"Male","> 45","African-American",14,"F",8,"0"
"Male","25 - 45","African-American",2,"M",15,"1"
"Male","> 45","African-American",11,"M",32,"1"
"Male","25 - 45","Caucasian",5,"M",6,"0"
"Male","< 25","African-American",0,"F",4,"0"
"Male","< 25","African-American",2,"F",86,"1"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","African-American",0,"M",1,"0"
"Female","> 45","Caucasian",8,"F",31,"1"
"Male","> 45","African-American",3,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",1,"F",33,"0"
"Male","> 45","African-American",8,"F",11,"1"
"Male","25 - 45","African-American",6,"M",0,"1"
"Male","25 - 45","African-American",10,"F",2,"1"
"Male","25 - 45","African-American",12,"F",0,"1"
"Male","25 - 45","African-American",4,"F",45,"1"
"Male","25 - 45","African-American",7,"M",9,"1"
"Male","25 - 45","African-American",1,"M",30,"1"
"Male","> 45","African-American",2,"F",1,"0"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",16,"F",0,"1"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",3,"F",0,"0"
"Male","25 - 45","African-American",13,"F",0,"1"
"Male","25 - 45","African-American",2,"F",125,"0"
"Male","> 45","Caucasian",0,"M",0,"1"
"Male","< 25","African-American",6,"F",1,"1"
"Female","25 - 45","Caucasian",6,"F",68,"1"
"Male","> 45","African-American",5,"F",1,"0"
"Male","< 25","African-American",2,"M",50,"1"
"Male","> 45","African-American",12,"F",1,"1"
"Male","< 25","African-American",1,"M",2,"1"
"Male","> 45","African-American",1,"F",50,"0"
"Male","> 45","Caucasian",6,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",5,"F",1,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","> 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","African-American",2,"M",2,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","> 45","African-American",9,"F",65,"0"
"Male","< 25","African-American",9,"M",3,"1"
"Female","< 25","African-American",2,"F",3,"0"
"Female","25 - 45","African-American",2,"F",1,"0"
"Female","25 - 45","Caucasian",22,"M",27,"1"
"Male","> 45","African-American",0,"M",0,"0"
"Female","25 - 45","Caucasian",3,"F",1,"0"
"Female","25 - 45","Caucasian",1,"F",13,"1"
"Male","25 - 45","African-American",5,"F",54,"1"
"Male","25 - 45","African-American",4,"F",1,"0"
"Male","< 25","African-American",1,"M",2,"1"
"Male","25 - 45","Caucasian",5,"F",0,"0"
"Male","25 - 45","Caucasian",0,"M",1,"1"
"Male","< 25","African-American",0,"F",3,"0"
"Male","25 - 45","Caucasian",4,"M",7,"1"
"Male","> 45","African-American",11,"M",79,"1"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",12,"F",0,"1"
"Male","25 - 45","African-American",13,"F",1,"1"
"Male","> 45","African-American",15,"M",15,"1"
"Male","< 25","African-American",3,"F",1,"1"
"Male","25 - 45","African-American",15,"F",0,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",12,"F",35,"0"
"Female","> 45","African-American",1,"F",0,"0"
"Female","< 25","African-American",0,"F",0,"1"
"Male","> 45","Caucasian",28,"F",34,"1"
"Male","25 - 45","African-American",7,"F",0,"1"
"Male","> 45","Caucasian",4,"F",1,"1"
"Male","25 - 45","African-American",16,"F",8,"1"
"Female","< 25","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",5,"F",1,"1"
"Male","> 45","Caucasian",13,"F",7,"0"
"Female","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","African-American",0,"F",7,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","> 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Female","25 - 45","Caucasian",0,"M",0,"1"
"Male","25 - 45","Caucasian",1,"M",35,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",7,"M",1,"1"
"Female","< 25","Caucasian",0,"F",1,"0"
"Female","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",8,"M",1,"1"
"Male","25 - 45","African-American",8,"F",4,"1"
"Male","25 - 45","Caucasian",5,"F",0,"0"
"Female","25 - 45","African-American",5,"F",1,"0"
"Male","25 - 45","African-American",1,"M",99,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","> 45","African-American",13,"F",66,"1"
"Male","25 - 45","Caucasian",2,"F",2,"0"
"Female","25 - 45","African-American",1,"F",1,"0"
"Female","25 - 45","Caucasian",11,"F",1,"1"
"Male","< 25","African-American",3,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",2,"0"
"Male","> 45","Caucasian",1,"F",1,"1"
"Female","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","< 25","African-American",1,"M",6,"1"
"Female","25 - 45","African-American",5,"F",187,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Male","> 45","Caucasian",3,"M",2,"0"
"Male","25 - 45","Caucasian",4,"F",3,"1"
"Male","< 25","Caucasian",5,"M",29,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","> 45","African-American",0,"M",1,"1"
"Male","> 45","African-American",12,"F",2,"1"
"Male","25 - 45","Caucasian",1,"M",2,"0"
"Female","> 45","Caucasian",8,"M",24,"1"
"Male","< 25","African-American",2,"M",0,"0"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",1,"F",5,"1"
"Female","> 45","African-American",6,"F",1,"0"
"Male","25 - 45","Caucasian",4,"M",27,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",9,"F",85,"1"
"Male","> 45","Caucasian",2,"F",6,"0"
"Male","> 45","African-American",12,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",0,"0"
"Female","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",3,"F",1,"1"
"Female","> 45","Caucasian",6,"F",11,"1"
"Male","< 25","African-American",1,"F",456,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",1,"F",0,"1"
"Female","> 45","African-American",0,"F",1,"0"
"Female","> 45","Caucasian",0,"M",0,"0"
"Male","> 45","African-American",0,"M",2,"0"
"Male","< 25","African-American",0,"M",3,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","African-American",0,"F",2,"1"
"Male","25 - 45","African-American",10,"F",1,"1"
"Male","> 45","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",34,"1"
"Male","< 25","African-American",15,"F",5,"1"
"Male","25 - 45","African-American",2,"F",3,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",3,"0"
"Male","25 - 45","Caucasian",5,"F",55,"1"
"Male","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"F",9,"0"
"Male","< 25","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",1,"M",1,"1"
"Male","25 - 45","African-American",0,"F",2,"0"
"Female","25 - 45","Caucasian",1,"M",0,"1"
"Male","25 - 45","African-American",0,"F",2,"1"
"Male","25 - 45","Caucasian",3,"F",70,"0"
"Male","25 - 45","African-American",21,"M",6,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",0,"1"
"Male","> 45","African-American",3,"F",0,"0"
"Male","< 25","African-American",2,"F",129,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Female","25 - 45","African-American",3,"F",29,"0"
"Male","25 - 45","African-American",0,"M",0,"1"
"Male","25 - 45","Caucasian",3,"M",2,"1"
"Male","< 25","African-American",0,"M",2,"1"
"Female","25 - 45","African-American",3,"M",2,"0"
"Male","25 - 45","African-American",4,"F",1,"1"
"Female","25 - 45","Caucasian",4,"F",30,"0"
"Male","< 25","African-American",1,"F",6,"1"
"Female","25 - 45","African-American",1,"F",0,"0"
"Female","25 - 45","African-American",15,"F",66,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","< 25","African-American",0,"F",3,"0"
"Male","25 - 45","Caucasian",2,"F",2,"1"
"Male","< 25","Caucasian",0,"F",0,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Female","< 25","African-American",3,"F",0,"0"
"Female","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",35,"F",4,"0"
"Male","25 - 45","Caucasian",2,"M",11,"1"
"Female","< 25","Caucasian",0,"F",2,"1"
"Male","< 25","African-American",1,"F",0,"1"
"Male","25 - 45","African-American",3,"M",205,"1"
"Female","< 25","African-American",3,"M",3,"1"
"Male","25 - 45","African-American",0,"M",34,"0"
"Male","25 - 45","Caucasian",1,"F",19,"1"
"Male","25 - 45","Caucasian",10,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",7,"F",20,"1"
"Female","25 - 45","Caucasian",7,"F",145,"0"
"Male","25 - 45","Caucasian",0,"F",5,"0"
"Male","25 - 45","Caucasian",0,"M",3,"0"
"Male","25 - 45","African-American",5,"F",9,"0"
"Male","< 25","African-American",0,"F",4,"0"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",12,"F",1,"1"
"Female","25 - 45","Caucasian",4,"M",2,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",4,"F",7,"0"
"Male","25 - 45","Caucasian",1,"F",29,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",18,"F",198,"1"
"Male","25 - 45","African-American",2,"F",2,"0"
"Female","25 - 45","African-American",0,"M",44,"0"
"Female","25 - 45","Caucasian",1,"F",9,"0"
"Male","25 - 45","African-American",2,"F",9,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",3,"M",1,"0"
"Female","25 - 45","African-American",0,"M",2,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","< 25","Caucasian",1,"F",16,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","< 25","African-American",2,"M",1,"1"
"Male","> 45","African-American",0,"F",1,"1"
"Female","25 - 45","African-American",1,"F",6,"1"
"Male","< 25","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",3,"M",81,"1"
"Male","< 25","African-American",5,"F",5,"1"
"Female","< 25","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",2,"F",2,"1"
"Female","< 25","African-American",0,"M",1,"1"
"Male","25 - 45","Caucasian",0,"F",6,"1"
"Female","25 - 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",12,"F",9,"1"
"Male","25 - 45","African-American",2,"F",259,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",8,"F",3,"1"
"Female","25 - 45","Caucasian",0,"F",0,"0"
"Male","> 45","African-American",4,"F",2,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",9,"F",2,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",1,"M",2,"0"
"Female","25 - 45","African-American",1,"F",2,"0"
"Male","> 45","Caucasian",1,"M",4,"0"
"Female","> 45","African-American",21,"M",22,"1"
"Male","> 45","African-American",12,"F",242,"0"
"Male","> 45","African-American",3,"F",2,"0"
"Female","25 - 45","Caucasian",2,"M",1,"0"
"Male","25 - 45","Caucasian",13,"F",5,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Male","< 25","Caucasian",3,"F",10,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","Caucasian",1,"M",2,"0"
"Male","> 45","African-American",5,"F",598,"1"
"Male","25 - 45","Caucasian",2,"F",5,"1"
"Male","< 25","African-American",0,"F",150,"1"
"Male","25 - 45","African-American",6,"F",53,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",1,"F",103,"1"
"Male","< 25","African-American",3,"F",44,"1"
"Male","< 25","Caucasian",1,"F",2,"0"
"Male","< 25","African-American",2,"F",1,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","> 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","> 45","African-American",22,"F",33,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",2,"F",2,"0"
"Female","< 25","Caucasian",3,"F",3,"1"
"Female","25 - 45","Caucasian",9,"M",1,"1"
"Male","< 25","Caucasian",0,"F",2,"1"
"Male","> 45","Caucasian",3,"M",1,"1"
"Female","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",8,"F",1,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Female","25 - 45","African-American",4,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",7,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",3,"M",1,"0"
"Male","< 25","Caucasian",0,"F",6,"1"
"Male","25 - 45","African-American",5,"F",2,"0"
"Male","25 - 45","African-American",0,"F",40,"0"
"Male","25 - 45","African-American",6,"M",1,"1"
"Female","< 25","African-American",1,"M",0,"0"
"Male","25 - 45","Caucasian",11,"F",141,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","25 - 45","African-American",2,"F",1,"0"
"Male","> 45","Caucasian",1,"F",82,"1"
"Male","25 - 45","African-American",17,"F",1,"1"
"Female","> 45","Caucasian",1,"M",4,"0"
"Male","25 - 45","Caucasian",0,"F",90,"0"
"Male","> 45","African-American",17,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",3,"M",10,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",1,"F",132,"1"
"Female","< 25","African-American",0,"F",0,"0"
"Female","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",21,"F",1,"1"
"Male","25 - 45","African-American",18,"F",1,"1"
"Female","> 45","African-American",1,"F",52,"0"
"Male","25 - 45","African-American",9,"F",8,"1"
"Male","< 25","African-American",1,"F",36,"0"
"Female","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",10,"M",1,"0"
"Male","25 - 45","African-American",1,"F",2,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",2,"F",6,"1"
"Male","25 - 45","Caucasian",1,"F",39,"1"
"Male","25 - 45","African-American",1,"M",5,"1"
"Male","25 - 45","Caucasian",0,"F",6,"0"
"Male","25 - 45","African-American",0,"M",4,"0"
"Male","< 25","Caucasian",3,"F",142,"1"
"Female","25 - 45","African-American",0,"F",2,"0"
"Male","< 25","Caucasian",1,"F",6,"1"
"Male","< 25","African-American",1,"F",120,"1"
"Female","25 - 45","Caucasian",0,"F",28,"0"
"Male","> 45","Caucasian",2,"F",3,"0"
"Female","> 45","African-American",1,"F",1,"1"
"Female","< 25","African-American",4,"F",2,"1"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",2,"F",2,"1"
"Female","25 - 45","African-American",4,"F",2,"1"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","Caucasian",1,"M",1,"1"
"Male","> 45","Caucasian",3,"F",17,"0"
"Male","< 25","African-American",0,"F",3,"0"
"Male","< 25","African-American",2,"F",18,"1"
"Male","25 - 45","African-American",3,"F",9,"1"
"Female","25 - 45","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",0,"M",1,"1"
"Female","> 45","Caucasian",2,"F",1,"0"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",10,"F",182,"1"
"Male","25 - 45","African-American",5,"F",49,"1"
"Male","< 25","African-American",4,"F",193,"1"
"Male","25 - 45","Caucasian",0,"M",3,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Female","25 - 45","African-American",13,"F",32,"1"
"Male","25 - 45","Caucasian",0,"F",2,"1"
"Male","> 45","African-American",4,"M",5,"0"
"Male","25 - 45","Caucasian",0,"F",3,"1"
"Male","> 45","African-American",3,"M",66,"0"
"Male","25 - 45","African-American",2,"F",2,"1"
"Female","< 25","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",2,"M",5,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","> 45","African-American",20,"M",31,"1"
"Male","< 25","Caucasian",2,"F",33,"0"
"Female","25 - 45","Caucasian",2,"F",0,"1"
"Female","25 - 45","African-American",6,"F",1,"0"
"Male","> 45","African-American",12,"M",4,"1"
"Male","< 25","African-American",1,"F",58,"1"
"Male","> 45","African-American",4,"F",1,"1"
"Male","> 45","African-American",8,"M",26,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","Caucasian",2,"F",9,"0"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Female","25 - 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",7,"F",29,"0"
"Male","> 45","African-American",0,"M",4,"1"
"Male","25 - 45","Caucasian",5,"F",1,"1"
"Male","25 - 45","African-American",16,"M",33,"1"
"Female","> 45","Caucasian",1,"M",0,"0"
